_b_tipo_prop,_c_tipo_oper,_d_prov_data,_e_partido_data,_f_localidad_data,_g_barrio_data,_h_dormi,_i_currency,_j_prop_price,_k_sup_prop,_l_old_prop,_m_dispo_prop,_n_bath_amount,_o_link_prop,_z_title
Departamento,Alquiler,Buenos Aires,San Fernando,San Fernando,Punta Chica,3,$,70000,97 m²,A Estrenar,Contrafrente,3,https://www.argenprop.com/departamento-en-alquiler-en-punta-chica-4-ambientes--7364832,"Departamento en Alquiler en Punta Chica, San Fernando"
Ph,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,150000,60 m²,5 años,Muy Bueno,1,https://www.argenprop.com/ph-en-venta-en-san-fernando-3-ambientes--7353884,"Ph en Venta en San Fernando, Buenos Aires"
Ph,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,189000,97 m²,55 años,Apto Profesional,2,https://www.argenprop.com/ph-en-venta-en-victoria-3-ambientes--6765523,"Ph en Venta en Victoria, San Fernando"
Oficina,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,180000,55 m²,Con seguridad,,,https://www.argenprop.com/oficina-en-venta-en-san-fernando--7353528,"Oficina en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,99000,47 m²,2 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6752181,"Departamento en Venta en San Fernando, Buenos Aires"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,155000,182 m²,,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando--7312180,"Galpón en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,185000,1,Interno,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7334941,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,155000,182 m²,40 años,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-6-ambientes--7296921,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,220000,51 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7337956,"Departamento en Venta en San Fernando, Buenos Aires"
Ph,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,107000,90 m²,30 años,2,,https://www.argenprop.com/ph-en-venta-en-san-fernando-5-ambientes--6536675,"Ph en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,220000,118 m²,30 años,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-5-ambientes--6495408,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,2,USD,300000,90 m²,5 años,Contrafrente,2,https://www.argenprop.com/departamento-en-venta-en-punta-chica-3-ambientes--7332944,"Departamento en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,135000,64 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--7329027,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Alquiler,Buenos Aires,San Fernando,San Fernando,,1,$,26000,48 m²,2,,,https://www.argenprop.com/departamento-en-alquiler-en-san-fernando-2-ambientes--7332785,"Departamento en Alquiler en San Fernando, Buenos Aires"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,,$,300000,745 m²,,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando-vias-libertador--7315815,"Galpón en Alquiler en San Fernando Vias  /  Libertador, San Fernando"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,,$,300000,745 m²,,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando-vias-libertador--7315808,"Galpón en Alquiler en San Fernando Vias  /  Libertador, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,100000,48 m²,28 años,Apto Profesional,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--7326609,"Departamento en Venta en San Fernando, Buenos Aires"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,,USD,2200000,745 m²,,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando-vias-libertador--7315807,"Galpón en Venta en San Fernando Vias  /  Libertador, San Fernando"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,,USD,2200000,745 m²,,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando-vias-libertador--7315813,"Galpón en Venta en San Fernando Vias  /  Libertador, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,,$,300000,745 m2,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando-vias-libertador--7315795,"Local en Alquiler en San Fernando Vias  /  Libertador, San Fernando"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,,USD,280000,,,,,https://www.argenprop.com/terreno-en-venta-en-punta-chica--7314889,"Terreno en Venta en Punta Chica, San Fernando"
Local,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,,USD,2200000,745 m2,,,,https://www.argenprop.com/local-en-venta-en-san-fernando-vias-libertador--7315794,"Local en Venta en San Fernando Vias  /  Libertador, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,4,USD,500000,72 m²,1 año,,,https://www.argenprop.com/departamento-en-venta-en-punta-chica-5-ambientes--7314880,"Departamento en Venta en Punta Chica, San Fernando"
Ph,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,73900,40 m²,28 años,2,,https://www.argenprop.com/ph-en-venta-en-victoria-2-ambientes--7307809,"Ph en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,85000,42 m²,39 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6720012,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Oeste,1,USD,115000,50 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-oeste-2-ambientes--7303304,"Departamento en Venta en San Fernando Oeste, San Fernando"
Cochera,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,USD,7500,,,,,https://www.argenprop.com/cochera-en-venta-en-san-fernando-vias-centro--7298282,"Cochera en Venta en San Fernando Vias  /  Centro, San Fernando"
Cochera,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,USD,10500,,,,,https://www.argenprop.com/cochera-en-venta-en-san-fernando-vias-centro--7298266,"Cochera en Venta en San Fernando Vias  /  Centro, San Fernando"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,330000,800 m²,Con agua corriente,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando--7297525,"Galpón en Alquiler en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,160000,125 m²,40 años,2,,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--7294760,"Casa en Venta en Victoria, San Fernando"
Cochera,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,11000,,,,,https://www.argenprop.com/cochera-en-venta-en-san-fernando--7287677,"Cochera en Venta en San Fernando, Buenos Aires"
Departamento,Alquiler,Buenos Aires,San Fernando,San Fernando,Punta Chica,2,$,45000,102 m²,10 años,Contrafrente,3,https://www.argenprop.com/departamento-en-alquiler-en-punta-chica-3-ambientes--7290002,"Departamento en Alquiler en Punta Chica, San Fernando"
Cochera,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,9600,,,,,https://www.argenprop.com/cochera-en-venta-en-san-fernando--6467279,"Cochera en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,1,USD,130000,42 m²,5 años,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-victoria-barrio-centro-2-ambientes--7282304,"Departamento en Venta en Victoria Barrio Centro, Victoria"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,180000,85 m²,15 años,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--7275328,"Casa en Venta en San Fernando, Buenos Aires"
Ph,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,230000,108 m²,Con terraza,12 años,Apto Profesional,https://www.argenprop.com/ph-en-venta-en-victoria-3-ambientes--7265630,"Ph en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,315000,Monoambiente,,,,https://www.argenprop.com/casa-en-venta-en-san-fernando--7263923,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Punta Chica Village,4,USD,720000,200 m²,18 años,,,https://www.argenprop.com/departamento-en-venta-en-punta-chica-village-7-ambientes--7286758,"Departamento en Venta en Punta Chica Village, Countries y Barrios Cerrados San Fernando"
Local,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Carupa,,USD,148000,1,,,,https://www.argenprop.com/local-en-venta-en-san-fernando-carupa--7260673,"Local en Venta en San Fernando Carupa, San Fernando"
Galpon,Venta,Buenos Aires,San Fernando,Virreyes,,,USD,890000,587 m²,45 m,Con agua corriente,,https://www.argenprop.com/galpon-en-venta-en-virreyes--7260886,"Galpón en Venta en Virreyes, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,140000,75 m²,30 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--7259359,"Departamento en Venta en San Fernando, Buenos Aires"
Local,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,400000,,,,,https://www.argenprop.com/local-en-venta-en-san-fernando--6311980,"Local en Venta en San Fernando, Buenos Aires"
Galpon,Alquiler,Buenos Aires,San Fernando,Victoria,,,$,200000,700 m²,Con agua corriente,,,https://www.argenprop.com/galpon-en-alquiler-en-victoria--6532443,"Galpón en Alquiler en Victoria, San Fernando"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,200000,870 m²,Con agua corriente,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando--6627118,"Galpón en Alquiler en San Fernando, Buenos Aires"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,490000,850 m²,Con agua corriente,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando--6279731,"Galpón en Venta en San Fernando, Buenos Aires"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,120000,850 m²,Con agua corriente,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando--6279730,"Galpón en Alquiler en San Fernando, Buenos Aires"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,300000,300 m²,,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando--5930755,"Galpón en Venta en San Fernando, Buenos Aires"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,1100000,1.440 m²,Con agua corriente,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando--6213941,"Galpón en Venta en San Fernando, Buenos Aires"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,398000,1.500 m²,1.2,Mixta C2 - I2,,https://www.argenprop.com/terreno-en-venta-en-san-fernando--6507299,"Terreno en Venta en San Fernando, Buenos Aires"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,150000,700 m²,,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando--7258597,"Galpón en Alquiler en San Fernando, Buenos Aires"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,Punta Chica,,$,150000,,,,,https://www.argenprop.com/local-en-alquiler-en-punta-chica--7258605,"Local en Alquiler en Punta Chica, San Fernando"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,280000,1.200 m²,Con agua corriente,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando--7258595,"Galpón en Alquiler en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,120000,56 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7198463,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,120000,56 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7198458,"Departamento en Venta en San Fernando, Buenos Aires"
Terreno,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,,,USD,590000,,,,,https://www.argenprop.com/terreno-en-venta-en-countries-y-barrios-cerrados-san-fernando--7198435,"Terreno en Venta en Countries y Barrios Cerrados San Fernando, San Fernando"
Local,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Carupa,,USD,349000,462 m2,,,,https://www.argenprop.com/local-en-venta-en-san-fernando-carupa--7726812,"Local en Venta en San Fernando Carupa, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,4,USD,520000,300 m²,A Estrenar,3,Con dependencia,https://www.argenprop.com/casa-en-venta-en-punta-chica-5-ambientes--7757112,"Casa en Venta en Punta Chica, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,50000,45 m²,A Estrenar,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-2-ambientes--7764435,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,159000,70 m²,6 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--7775163,"Departamento en Venta en San Fernando, Buenos Aires"
Oficina,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,89900,1,2,,,https://www.argenprop.com/oficina-en-venta-en-san-fernando-2-ambientes--7775085,"Oficina en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,135000,50 m²,6 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7775055,"Departamento en Venta en San Fernando, Buenos Aires"
Cochera,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,2500,,,,,https://www.argenprop.com/cochera-en-alquiler-en-san-fernando--7571595,"Cochera en Alquiler en San Fernando, Buenos Aires"
Casa,Alquiler,Buenos Aires,San Fernando,San Fernando,,3,USD,1980,200 m²,10 años,3,Con dependencia,https://www.argenprop.com/casa-en-alquiler-en-san-fernando-4-ambientes--7795461,"Casa en Alquiler en San Fernando, Buenos Aires"
Departamento,Alquiler,Buenos Aires,San Fernando,San Fernando,,1,$,23000,42 m²,20 años,1,,https://www.argenprop.com/departamento-en-alquiler-en-san-fernando-2-ambientes--7821232,"Departamento en Alquiler en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,200000,62 m²,4 años,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--7823796,"Departamento en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,5,USD,380000,250 m²,A Estrenar,4,,https://www.argenprop.com/casa-en-venta-en-san-fernando-6-ambientes--7824518,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,6,USD,680000,312 m²,A Estrenar,5,,https://www.argenprop.com/casa-en-venta-en-san-fernando--7844713,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,3,USD,310000,157 m²,12 años,2,Con dependencia,https://www.argenprop.com/casa-en-venta-en-punta-chica--7844733,"Casa en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,105000,49 m²,8 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7843097,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,3,USD,285000,133 m²,A Estrenar,2,,https://www.argenprop.com/casa-en-venta-en-punta-chica-4-ambientes--7843270,"Casa en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,170000,63 m²,8 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--7842672,"Departamento en Venta en Victoria, San Fernando"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,,,USD,40000,10.000 m²,Con agua corriente,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando--5518909,"Galpón en Alquiler en San Fernando, Buenos Aires"
Oficina,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,22000,85 m²,A Estrenar,2,,https://www.argenprop.com/oficina-en-alquiler-en-san-fernando-2-ambientes--7838124,"Oficina en Alquiler en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,3,USD,375000,300 m²,2,,,https://www.argenprop.com/casa-en-venta-en-punta-chica--7841768,"Casa en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,99000,43 m²,10 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7608326,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,110000,63 m²,9 años,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7620642,"Departamento en Venta en Victoria, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,Virreyes,,,$,25000,45 m2,,,,https://www.argenprop.com/local-en-alquiler-en-virreyes--7656662,"Local en Alquiler en Virreyes, San Fernando"
Local,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,150000,65 m2,,,,https://www.argenprop.com/local-en-venta-en-san-fernando--7728284,"Local en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,119000,47 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7926909,"Departamento en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Greenlands,4,USD,850000,320 m²,16 años,2,Con dependencia,https://www.argenprop.com/casa-en-venta-en-greenlands-6-ambientes--7927375,"Casa en Venta en Greenlands, Countries y Barrios Cerrados San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,134000,60 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7926741,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Virreyes,,4,USD,160000,140 m²,80 años,2,,https://www.argenprop.com/casa-en-venta-en-virreyes-7-ambientes--7926247,"Casa en Venta en Virreyes, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,169000,77 m²,2 años,2,,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--7133401,"Departamento en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,115000,47 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7915231,"Departamento en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Las Victorias,5,USD,855000,403 m²,A Estrenar,4,Con dependencia,https://www.argenprop.com/casa-en-venta-en-las-victorias-8-ambientes--7925285,"Casa en Venta en Las Victorias, Countries y Barrios Cerrados San Fernando"
Oficina,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,,USD,441000,,,,,https://www.argenprop.com/oficina-en-venta-en-victoria-barrio-centro--7926064,"Oficina en Venta en Victoria Barrio Centro, Victoria"
Cochera,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,12900,,,,,https://www.argenprop.com/cochera-en-venta-en-san-fernando--7915680,"Cochera en Venta en San Fernando, Buenos Aires"
Cochera,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,8900,,,,,https://www.argenprop.com/cochera-en-venta-en-san-fernando--7915678,"Cochera en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,115000,47 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7915194,"Departamento en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,230000,120 m²,3,,,https://www.argenprop.com/casa-en-venta-en-victoria--7915192,"Casa en Venta en Victoria, San Fernando"
Departamento,Alquiler,Buenos Aires,San Fernando,San Fernando,Punta Chica,1,$,60000,72 m²,2 años,2,,https://www.argenprop.com/departamento-en-alquiler-en-punta-chica-2-ambientes--7824872,"Departamento en Alquiler en Punta Chica, San Fernando"
Departamento,Alquiler,Buenos Aires,San Fernando,Virreyes,,1,$,15700,48 m²,40 años,1,,https://www.argenprop.com/departamento-en-alquiler-en-virreyes-2-ambientes--7807069,"Departamento en Alquiler en Virreyes, San Fernando"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,,USD,520000,18 m,,,,https://www.argenprop.com/terreno-en-venta-en-punta-chica--7914523,"Terreno en Venta en Punta Chica, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,340000,180 m²,40 años,3,Con dependencia,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--7808911,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,125000,47 m²,4 años,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7750223,"Departamento en Venta en Victoria, San Fernando"
Galpon,Venta,Buenos Aires,San Fernando,Virreyes,,,USD,345000,403 m²,,,,https://www.argenprop.com/galpon-en-venta-en-virreyes--7789361,"Galpón en Venta en Virreyes, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,165000,70 m²,5 años,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--7789362,"Departamento en Venta en Victoria, San Fernando"
Ph,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,100000,55 m²,30 años,1,,https://www.argenprop.com/ph-en-venta-en-san-fernando-3-ambientes--7284440,"Ph en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,380000,475 m²,15 años,3,,https://www.argenprop.com/casa-en-venta-en-san-fernando-5-ambientes--6596949,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Virreyes,,3,USD,130000,106 m²,11 años,2,,https://www.argenprop.com/casa-en-venta-en-virreyes-3-ambientes--7257790,"Casa en Venta en Virreyes, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,225000,85 m²,1 año,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--7330167,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,115000,54 m²,2 años,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--6666683,"Departamento en Venta en Victoria, San Fernando"
Ph,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,99000,63 m²,36 años,1,,https://www.argenprop.com/ph-en-venta-en-san-fernando-3-ambientes--7441989,"Ph en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,110000,52 m²,40 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--7376508,"Departamento en Venta en San Fernando, Buenos Aires"
Ph,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,119900,107 m²,58 años,2,,https://www.argenprop.com/ph-en-venta-en-victoria-5-ambientes--7330166,"Ph en Venta en Victoria, San Fernando"
Ph,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,77000,51 m²,10 años,1,,https://www.argenprop.com/ph-en-venta-en-san-fernando-3-ambientes--7306401,"Ph en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Virreyes,,3,USD,149000,160 m²,50 años,2,,https://www.argenprop.com/casa-en-venta-en-virreyes-5-ambientes--7266442,"Casa en Venta en Virreyes, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,79000,42 m²,23 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7118064,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,3,USD,280000,116 m²,A Estrenar,2,,https://www.argenprop.com/casa-en-venta-en-punta-chica-4-ambientes--7896246,"Casa en Venta en Punta Chica, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,2,USD,280000,116 m²,A Estrenar,2,,https://www.argenprop.com/casa-en-venta-en-punta-chica-3-ambientes--7895421,"Casa en Venta en Punta Chica, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,$,36400000,116 m²,A Estrenar,2,,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--7888656,"Casa en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,2,$,36400000,116 m²,A Estrenar,2,,https://www.argenprop.com/casa-en-venta-en-victoria-3-ambientes--7888655,"Casa en Venta en Victoria, San Fernando"
Terreno,Venta,Buenos Aires,San Fernando,Victoria,,,USD,550000,,,,,https://www.argenprop.com/terreno-en-venta-en-victoria--7888622,"Terreno en Venta en Victoria, San Fernando"
Ph,Alquiler,Buenos Aires,San Fernando,San Fernando,,2,$,39000,115 m²,45 años,Apto Profesional,2,https://www.argenprop.com/ph-en-alquiler-en-san-fernando-3-ambientes--7863558,"Ph en Alquiler en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,130000,50 m²,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7611281,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,149000,74 m²,A Estrenar,Frente,2,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--7888610,"Departamento en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,140000,51 m²,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7611282,"Departamento en Venta en San Fernando, Buenos Aires"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,1143100,,,,,https://www.argenprop.com/terreno-en-venta-en-san-fernando--7611263,"Terreno en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,4,USD,620000,450 m²,37 años,6,,https://www.argenprop.com/casa-en-venta-en-san-fernando--7611096,"Casa en Venta en San Fernando, Buenos Aires"
Oficina,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,455636,142 m²,Con cochera,,,https://www.argenprop.com/oficina-en-venta-en-san-fernando--6667929,"Oficina en Venta en San Fernando, Buenos Aires"
Oficina,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,751387,228 m²,Con cochera,,,https://www.argenprop.com/oficina-en-venta-en-san-fernando--6667930,"Oficina en Venta en San Fernando, Buenos Aires"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,200000,1.100 m²,,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando--5831455,"Galpón en Alquiler en San Fernando, Buenos Aires"
