_b_tipo_prop,_c_tipo_oper,_d_prov_data,_e_partido_data,_f_localidad_data,_g_barrio_data,_h_dormi,_i_currency,_j_prop_price,_k_sup_prop,_l_old_prop,_m_dispo_prop,_n_bath_amount,_o_link_prop,_z_title
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,75000,42 m²,A Estrenar,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6099675,"Departamento en Venta en San Fernando, Buenos Aires"
Ph,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,3,USD,175000,90 m²,2,,,https://www.argenprop.com/ph-en-venta-en-punta-chica-4-ambientes--7385739,"Ph en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,120000,56 m²,5 años,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--7110521,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,89000,38 m²,40 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7323749,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,189900,80 m²,7 años,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--6734318,"Departamento en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,77000,38 m²,40 años,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7323805,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,4,USD,305000,4,,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-5-ambientes--6681691,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,240000,125 m²,70 años,1,Con dependencia,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--7121090,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,1,$,23000,51 m²,7 años,Contrafrente,1,https://www.argenprop.com/departamento-en-alquiler-en-san-fernando-vias-libertador-2-ambientes--7379574,"Departamento en Alquiler en San Fernando Vias  /  Libertador, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,110000,50 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7555688,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,79800,40 m²,15 años,Apto Profesional,Frente,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6686836,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,3,USD,498000,127 m²,A Estrenar,Frente,2,https://www.argenprop.com/departamento-en-venta-en-punta-chica-4-ambientes--6241027,"Departamento en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,125000,1,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6433201,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,155000,2,Contrafrente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6748341,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,1,USD,220000,"60,48 m²",8 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-punta-chica-2-ambientes--7748615,"Departamento en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,$,19468509,62 m²,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando--7283231,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,$,15309745,47 m²,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando--7283233,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,$,43782378,137 m²,Frente,2,,https://www.argenprop.com/departamento-en-venta-en-san-fernando--7283234,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,115000,40 m²,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7769172,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,130000,42 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7785123,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,,USD,220000,120 m²,,,,https://www.argenprop.com/casa-en-venta-en-victoria--6155608,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,$,28028223,78 m²,Frente,2,,https://www.argenprop.com/departamento-en-venta-en-san-fernando--7283235,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,125000,66 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6025279,"Departamento en Venta en San Fernando, Buenos Aires"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,220000,960 m²,,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando--7599486,"Galpón en Alquiler en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,325000,105 m²,6 años,1,,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--6682205,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,1,USD,119000,45 m²,4 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-victoria-barrio-centro-2-ambientes--6140607,"Departamento en Venta en Victoria Barrio Centro, Victoria"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,3,USD,260000,163 m²,49 años,2,Con dependencia,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-libertador-4-ambientes--6769023,"Casa en Venta en San Fernando Vias  /  Libertador, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,155000,60 m²,15 años,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--6747033,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,380000,212 m²,40 años,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--5932031,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,175000,150 m²,85 años,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--7355025,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,118000,48 m²,30 años,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7086277,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,5,USD,495000,474 m²,50 años,5,Con dependencia,https://www.argenprop.com/casa-en-venta-en-san-fernando-6-ambientes--6012080,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,178000,90 m²,A Estrenar,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--6084469,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,128000,56 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7753156,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,260000,2,,,,https://www.argenprop.com/casa-en-venta-en-victoria-3-ambientes--6709456,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador a Rio,2,USD,135000,65 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-libertador-a-rio-3-ambientes--5800054,"Departamento en Venta en San Fernando Vias  /  Libertador a Rio, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,159000,3,Frente,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--6134500,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,185000,2,,,,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--6450749,"Departamento en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,148000,2,Apto Profesional,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--6711126,"Departamento en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Punta Chica Village,4,USD,1600000,4,4,,,https://www.argenprop.com/casa-en-venta-en-punta-chica-village-5-ambientes--6006319,"Casa en Venta en Punta Chica Village, Countries y Barrios Cerrados San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,91000,40 m²,35 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6449982,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,190000,62 m²,25 años,1,,https://www.argenprop.com/casa-en-venta-en-victoria-3-ambientes--7724349,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,130000,1,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6761289,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,4,USD,349000,190 m²,40 años,3,,https://www.argenprop.com/casa-en-venta-en-victoria-5-ambientes--6084392,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,110000,41 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6592470,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,195000,258 m²,100 años,2,,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--6636520,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,120000,1,Apto Profesional,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6633473,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,4,USD,380000,450 m²,1 año,4,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-libertador-5-ambientes--7340805,"Casa en Venta en San Fernando Vias  /  Libertador, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,98000,"44,70 m²",A Estrenar,Apto Profesional,Contrafrente,https://www.argenprop.com/departamento-en-venta-en-san-fernando-1-ambiente--7875864,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,122000,48 m²,10 años,Lateral,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7757200,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,220000,164 m²,45 años,2,Con dependencia,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--5115474,"Casa en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,225000,119 m²,15 años,2,,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--6532361,"Casa en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,295000,131 m²,1 año,2,,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--7405171,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,95000,"44,70 m²",A Estrenar,Apto Profesional,Contrafrente,https://www.argenprop.com/departamento-en-venta-en-san-fernando-1-ambiente--5434367,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,4,USD,200000,4,,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-5-ambientes--6163660,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,150000,2,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--7801836,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,1,USD,131000,50 m²,Contrafrente,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-barrio-centro-2-ambientes--5761543,"Departamento en Venta en Victoria Barrio Centro, Victoria"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,95400,56 m²,5 años,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--6519040,"Departamento en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,148000,63 m²,35 años,Apto Profesional,Contrafrente,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--7844641,"Departamento en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,124000,77 m²,65 años,Interno,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--5557777,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,80000,44 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6517078,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,170000,2,,,,https://www.argenprop.com/casa-en-venta-en-victoria-3-ambientes--6010162,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,109700,1,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--5859269,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,1,USD,180000,52 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-punta-chica-2-ambientes--7391566,"Departamento en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,150000,63 m²,6 años,Interno,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6084409,"Departamento en Venta en San Fernando, Buenos Aires"
Hotel,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,339000,A Estrenar,,,,https://www.argenprop.com/hotel-en-venta-en-san-fernando--4978317,"Hotel en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,2,USD,239000,2,2,,,https://www.argenprop.com/casa-en-venta-en-victoria-barrio-centro-3-ambientes--6515246,"Casa en Venta en Victoria Barrio Centro, Victoria"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,4,USD,198000,169 m²,20 años,2,,https://www.argenprop.com/casa-en-venta-en-victoria-5-ambientes--6556073,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,2,USD,300000,2,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-punta-chica-3-ambientes--6254425,"Departamento en Venta en Punta Chica, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,5,USD,230000,178 m²,10 años,3,,https://www.argenprop.com/casa-en-venta-en-victoria-6-ambientes--6629889,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,95000,42 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7764674,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,110000,50 m²,Contrafrente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--4700446,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,2,USD,180000,90 m²,A estrenar,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-centro-3-ambientes--6750436,"Casa en Venta en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,0,,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando--7765729,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador a Rio,3,USD,380000,242 m²,20 años,2,Con dependencia,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-libertador-a-rio-4-ambientes--7928128,"Casa en Venta en San Fernando Vias  /  Libertador a Rio, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,140000,60 m²,Lateral,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--6493700,"Departamento en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,,USD,600000,341 m²,40 años,,,https://www.argenprop.com/casa-en-venta-en-punta-chica--6554931,"Casa en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,148000,51 m²,6 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7757195,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,190000,62 m²,1,,,https://www.argenprop.com/casa-en-venta-en-victoria--6560395,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,155000,56 m²,5 años,Contrafrente,2,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7306705,"Departamento en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,2,USD,105000,70 m²,45 años,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-barrio-centro-3-ambientes--7337966,"Departamento en Venta en Victoria Barrio Centro, Victoria"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,4,USD,220000,165 m²,45 años,2,Con dependencia,https://www.argenprop.com/casa-en-venta-en-victoria-5-ambientes--5909156,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,1,USD,138000,53 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-victoria-barrio-centro-2-ambientes--7914032,"Departamento en Venta en Victoria Barrio Centro, Victoria"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,155000,56 m²,5 años,Contrafrente,2,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--7612573,"Departamento en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,340000,160 m²,10 años,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--7396646,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,280000,2,2,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--6010195,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,120000,1,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6246797,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Virreyes,Virreyes Estacion,3,USD,125000,61 m²,30 años,1,,https://www.argenprop.com/departamento-en-venta-en-virreyes-estacion-4-ambientes--5305060,"Departamento en Venta en Virreyes Estacion, Virreyes"
Casa,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,2,USD,175000,82 m²,20 años,2,,https://www.argenprop.com/casa-en-venta-en-victoria-barrio-centro-3-ambientes--5231257,"Casa en Venta en Victoria Barrio Centro, Victoria"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,125000,67 m²,20 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--5571111,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,0,36 m²,A Estrenar,Apto Profesional,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-1-ambiente--6217399,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,96900,1,Contrafrente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--5859295,"Departamento en Venta en San Fernando, Buenos Aires"
Ph,Alquiler,Buenos Aires,San Fernando,San Fernando,,1,$,11500,38 m²,,,,https://www.argenprop.com/ph-en-alquiler-en-san-fernando-2-ambientes--7399246,"Ph en Alquiler en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,165000,2,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6025533,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,140000,1,Frente,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6046622,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,170000,154 m²,30 años,2,,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--3184657,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,159000,60 m²,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando--7776684,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,3,USD,332000,117 m²,5 años,1,,https://www.argenprop.com/departamento-en-venta-en-punta-chica-4-ambientes--7626140,"Departamento en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,123900,59 m²,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7551644,"Departamento en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,170000,65 m²,2,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--7318131,"Casa en Venta en San Fernando, Buenos Aires"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,3850000,2.750 m²,,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando--7263023,"Galpón en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,1,USD,78000,32 m²,15 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-libertador-1-ambiente--6273634,"Departamento en Venta en San Fernando Vias  /  Libertador, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,200000,90 m²,30 años,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--7135290,"Casa en Venta en San Fernando, Buenos Aires"
Terreno,Venta,Buenos Aires,San Fernando,Victoria,,,USD,690000,,,,,https://www.argenprop.com/terreno-en-venta-en-victoria--7353260,"Terreno en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,,,USD,146000,66 m²,4 años,,,https://www.argenprop.com/departamento-en-venta-en-countries-y-barrios-cerrados-san-fernando--7626817,"Departamento en Venta en Countries y Barrios Cerrados San Fernando, San Fernando"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,100000,300 m²,,,,https://www.argenprop.com/terreno-en-venta-en-san-fernando--7258209,"Terreno en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,3,USD,350000,120 m²,A estrenar,2,,https://www.argenprop.com/departamento-en-venta-en-victoria-barrio-centro-4-ambientes--6685747,"Departamento en Venta en Victoria Barrio Centro, Victoria"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,140000,3,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--6020303,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,260000,160 m²,45 años,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-5-ambientes--6638178,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,360000,3,Frente,2,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--6021026,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,400000,3,Frente,2,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--6020315,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,5,USD,375000,230 m²,10 años,3,,https://www.argenprop.com/casa-en-venta-en-punta-chica-7-ambientes--5490537,"Casa en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,140000,2,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6020284,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,4,USD,580000,4,2,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-5-ambientes--6006224,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,3,USD,430000,350 m²,A Estrenar,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-centro-4-ambientes--7936788,"Casa en Venta en San Fernando Vias  /  Centro, San Fernando"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Panamericana,,USD,580000,670 m²,,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando-vias-panamericana--6760294,"Galpón en Venta en San Fernando Vias  /  Panamericana, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,290000,180 m²,50 años,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--5156702,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,3,USD,290000,85 m²,1 año,2,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-libertador-4-ambientes--6767605,"Departamento en Venta en San Fernando Vias  /  Libertador, San Fernando"
